model,src,tgt,top1,mrr
BAAI/bge-m3,kurdish,bosnian-rwwad,0.395,0.50207024151254
BAAI/bge-m3,kurdish,chinese,0.282,0.38311091089134514
BAAI/bge-m3,kurdish,croatian,0.391,0.49860065802292225
BAAI/bge-m3,kurdish,dutch,0.367,0.4769937136705389
BAAI/bge-m3,kurdish,english,0.412,0.5183676728647779
BAAI/bge-m3,kurdish,french,0.324,0.4290418628155278
BAAI/bge-m3,kurdish,german,0.378,0.48534824764739415
BAAI/bge-m3,kurdish,gujarati,0.43,0.527235006533625
BAAI/bge-m3,kurdish,hausa,0.32,0.42463746183177553
BAAI/bge-m3,kurdish,indonesian,0.445,0.5505849228732334
BAAI/bge-m3,kurdish,japanese,0.35,0.453320345310301
BAAI/bge-m3,kurdish,kannada,0.391,0.5020689556667958
BAAI/bge-m3,kurdish,khmer,0.364,0.4748520810516065
BAAI/bge-m3,kurdish,kyrgyz,0.383,0.4897094389845552
BAAI/bge-m3,kurdish,lingala,0.276,0.3828359462851213
BAAI/bge-m3,kurdish,lithuanian,0.368,0.47656952217138127
BAAI/bge-m3,kurdish,macedonian,0.388,0.49212508220477924
BAAI/bge-m3,kurdish,malayalam,0.432,0.5357192317442252
BAAI/bge-m3,kurdish,moore,0.031,0.06919772394978771
BAAI/bge-m3,kurdish,oromo,0.303,0.3970488599218528
BAAI/bge-m3,kurdish,pashto,0.404,0.5088096440624679
BAAI/bge-m3,kurdish,persian,0.497,0.5990590132470889
BAAI/bge-m3,kurdish,portuguese,0.39,0.4974937863292447
BAAI/bge-m3,kurdish,romanian,0.413,0.5103386332667911
BAAI/bge-m3,kurdish,serbian,0.404,0.5042421067685043
BAAI/bge-m3,kurdish,spanish,0.334,0.4391523101423344
BAAI/bge-m3,kurdish,tagalog,0.377,0.4809072465335008
BAAI/bge-m3,kurdish,tajik,0.441,0.5487939916625209
BAAI/bge-m3,kurdish,tamil,0.413,0.5145367660804757
BAAI/bge-m3,kurdish,turkish,0.385,0.4955725868665133
BAAI/bge-m3,kurdish,urdu,0.412,0.5185152376695158
BAAI/bge-m3,kurdish,uyghur,0.42,0.5165433365791459
BAAI/bge-m3,kurdish,uzbek,0.361,0.4656555027601719
BAAI/bge-m3,kurdish,vietnamese,0.358,0.4650562302428798
BAAI/bge-m3,kurdish,yoruba,0.134,0.21591275121561992
BAAI/bge-m3,kyrgyz,albanian,0.911,0.9372100148337329
BAAI/bge-m3,kyrgyz,asante,0.28,0.3727840865630625
BAAI/bge-m3,kyrgyz,assamese,0.863,0.9010467360714406
BAAI/bge-m3,kyrgyz,azeri,0.945,0.9640193550787592
BAAI/bge-m3,kyrgyz,bosnian-mihanovich,0.898,0.9297621602658369
BAAI/bge-m3,kyrgyz,bosnian-rwwad,0.9,0.9295096217297765
BAAI/bge-m3,kyrgyz,chinese,0.806,0.8611350859530219
BAAI/bge-m3,kyrgyz,croatian,0.903,0.9311651353320128
BAAI/bge-m3,kyrgyz,dutch,0.911,0.9381098185493886
BAAI/bge-m3,kyrgyz,english,0.923,0.9449293261925873
BAAI/bge-m3,kyrgyz,french,0.833,0.8791792901124136
BAAI/bge-m3,kyrgyz,german,0.904,0.9304727278539657
BAAI/bge-m3,kyrgyz,gujarati,0.879,0.9171990630949206
BAAI/bge-m3,kyrgyz,hausa,0.73,0.7921059264739613
BAAI/bge-m3,kyrgyz,indonesian,0.927,0.9513029545082134
BAAI/bge-m3,kyrgyz,japanese,0.883,0.9229651636967909
BAAI/bge-m3,kyrgyz,kannada,0.919,0.9472823252189682
BAAI/bge-m3,kyrgyz,khmer,0.89,0.9228065695456545
BAAI/bge-m3,kyrgyz,kurdish,0.322,0.4169666746267326
BAAI/bge-m3,kyrgyz,lingala,0.554,0.6456712776883172
BAAI/bge-m3,kyrgyz,lithuanian,0.887,0.9220828267121605
BAAI/bge-m3,kyrgyz,macedonian,0.888,0.9210101663830382
BAAI/bge-m3,kyrgyz,malayalam,0.913,0.9440541260027844
BAAI/bge-m3,kyrgyz,moore,0.054,0.09303015066406488
BAAI/bge-m3,kyrgyz,oromo,0.575,0.6544125540685009
BAAI/bge-m3,kyrgyz,pashto,0.815,0.8639464589265561
BAAI/bge-m3,kyrgyz,persian,0.944,0.962830041718494
BAAI/bge-m3,kyrgyz,portuguese,0.896,0.9308520822965015
BAAI/bge-m3,kyrgyz,romanian,0.898,0.9279651719642693
BAAI/bge-m3,kyrgyz,serbian,0.901,0.9314719235969062
BAAI/bge-m3,kyrgyz,spanish,0.897,0.9266438485549212
BAAI/bge-m3,kyrgyz,tagalog,0.808,0.8582330741084238
BAAI/bge-m3,kyrgyz,tajik,0.749,0.8146289077807075
BAAI/bge-m3,kyrgyz,tamil,0.926,0.952092998565845
BAAI/bge-m3,kyrgyz,turkish,0.93,0.9551634550906117
BAAI/bge-m3,kyrgyz,urdu,0.918,0.9438343601403443
BAAI/bge-m3,kyrgyz,uyghur,0.89,0.9235805785186207
BAAI/bge-m3,kyrgyz,uzbek,0.893,0.92288161392076
BAAI/bge-m3,kyrgyz,vietnamese,0.897,0.9287289818324057
BAAI/bge-m3,kyrgyz,yoruba,0.364,0.46673319950682485
BAAI/bge-m3,lingala,albanian,0.689,0.7648506152988123
BAAI/bge-m3,lingala,asante,0.332,0.4287795003661898
BAAI/bge-m3,lingala,assamese,0.668,0.7438438848491067
BAAI/bge-m3,lingala,azeri,0.643,0.7340599792663485
BAAI/bge-m3,lingala,bosnian-mihanovich,0.724,0.78685725815295
BAAI/bge-m3,lingala,bosnian-rwwad,0.716,0.779982206217529
BAAI/bge-m3,lingala,chinese,0.453,0.5619082502306441
BAAI/bge-m3,lingala,croatian,0.71,0.7775391680137982
BAAI/bge-m3,lingala,dutch,0.672,0.7470831042292755
BAAI/bge-m3,lingala,english,0.71,0.7757849268443303
BAAI/bge-m3,lingala,french,0.597,0.6819518218226983
BAAI/bge-m3,lingala,german,0.703,0.7716888494667516
BAAI/bge-m3,lingala,gujarati,0.608,0.7045920052904646
BAAI/bge-m3,lingala,hausa,0.634,0.7121982344752369
BAAI/bge-m3,lingala,indonesian,0.724,0.7926411492015337
BAAI/bge-m3,lingala,japanese,0.555,0.6556043737601587
BAAI/bge-m3,lingala,kannada,0.635,0.7236393872337531
BAAI/bge-m3,lingala,khmer,0.626,0.7161450747932958
BAAI/bge-m3,lingala,kurdish,0.244,0.34754979513743417
BAAI/bge-m3,lingala,kyrgyz,0.606,0.6941202645096095
BAAI/bge-m3,lingala,lithuanian,0.618,0.7067757991488138
BAAI/bge-m3,lingala,macedonian,0.691,0.7676421382958282
BAAI/bge-m3,lingala,malayalam,0.682,0.763200851992557
BAAI/bge-m3,lingala,moore,0.059,0.109096434434206
BAAI/bge-m3,lingala,oromo,0.468,0.5669004069258197
BAAI/bge-m3,lingala,pashto,0.613,0.7096041267410805
BAAI/bge-m3,lingala,persian,0.658,0.7467850377444422
BAAI/bge-m3,lingala,portuguese,0.676,0.7528979055289706
BAAI/bge-m3,lingala,romanian,0.689,0.7652956320377395
BAAI/bge-m3,lingala,serbian,0.711,0.7781942470076058
BAAI/bge-m3,lingala,spanish,0.562,0.6570824060488112
BAAI/bge-m3,lingala,tagalog,0.671,0.7423195887293632
BAAI/bge-m3,lingala,tajik,0.58,0.6726312461655275
BAAI/bge-m3,lingala,tamil,0.663,0.7482981732167261
BAAI/bge-m3,lingala,turkish,0.609,0.7048027172330683
BAAI/bge-m3,lingala,urdu,0.665,0.7514832171731103
BAAI/bge-m3,lingala,uyghur,0.606,0.6902090320793272
BAAI/bge-m3,lingala,uzbek,0.624,0.7126613220301683
BAAI/bge-m3,lingala,vietnamese,0.578,0.6748555907634479
BAAI/bge-m3,lingala,yoruba,0.331,0.4371157382723982
BAAI/bge-m3,lithuanian,albanian,0.934,0.9497802008468691
BAAI/bge-m3,lithuanian,asante,0.32,0.41615789873386433
BAAI/bge-m3,lithuanian,assamese,0.887,0.9210028091688246
BAAI/bge-m3,lithuanian,azeri,0.934,0.9534630563868889
BAAI/bge-m3,lithuanian,bosnian-mihanovich,0.923,0.9463537002087571
BAAI/bge-m3,lithuanian,bosnian-rwwad,0.933,0.9530102128304782
BAAI/bge-m3,lithuanian,chinese,0.845,0.8921149198073606
BAAI/bge-m3,lithuanian,croatian,0.933,0.9523895670199998
BAAI/bge-m3,lithuanian,dutch,0.954,0.9674845950797087
BAAI/bge-m3,lithuanian,english,0.952,0.9660086843141951
BAAI/bge-m3,lithuanian,french,0.979,0.9861089285714286
BAAI/bge-m3,lithuanian,german,0.926,0.9449450384647048
BAAI/bge-m3,lithuanian,gujarati,0.965,0.9780242155505313
BAAI/bge-m3,lithuanian,hausa,0.771,0.824106753654657
BAAI/bge-m3,lithuanian,indonesian,0.947,0.9630716625656544
BAAI/bge-m3,lithuanian,japanese,0.907,0.9366949866230393
BAAI/bge-m3,lithuanian,kannada,0.914,0.9414607069390413
BAAI/bge-m3,lithuanian,khmer,0.894,0.9280021164122398
BAAI/bge-m3,lithuanian,kurdish,0.315,0.40610763708669917
BAAI/bge-m3,lithuanian,kyrgyz,0.888,0.9217911370569954
BAAI/bge-m3,lithuanian,lingala,0.578,0.6670905814232705
BAAI/bge-m3,lithuanian,macedonian,0.987,0.9921130952380952
BAAI/bge-m3,lithuanian,malayalam,0.93,0.952013318086548
BAAI/bge-m3,lithuanian,moore,0.052,0.08817117657206405
BAAI/bge-m3,lithuanian,oromo,0.574,0.6532670460993683
BAAI/bge-m3,lithuanian,pashto,0.839,0.8789650998963363
BAAI/bge-m3,lithuanian,persian,0.934,0.9571876299322392
BAAI/bge-m3,lithuanian,portuguese,0.931,0.9512080735177426
BAAI/bge-m3,lithuanian,romanian,0.935,0.9565775750572464
BAAI/bge-m3,lithuanian,serbian,0.933,0.9547802131590104
BAAI/bge-m3,lithuanian,spanish,0.92,0.9460061091801439
BAAI/bge-m3,lithuanian,tagalog,0.845,0.8905968593072512
BAAI/bge-m3,lithuanian,tajik,0.755,0.811457395990195
BAAI/bge-m3,lithuanian,tamil,0.931,0.9537077508770778
BAAI/bge-m3,lithuanian,turkish,0.93,0.9505112342257916
BAAI/bge-m3,lithuanian,urdu,0.912,0.9397514194534337
BAAI/bge-m3,lithuanian,uyghur,0.944,0.9599351516019405
BAAI/bge-m3,lithuanian,uzbek,0.84,0.8814393311306612
BAAI/bge-m3,lithuanian,vietnamese,0.923,0.9464039368100914
BAAI/bge-m3,lithuanian,yoruba,0.388,0.49211544020356
BAAI/bge-m3,macedonian,albanian,0.96,0.9735101886443267
BAAI/bge-m3,macedonian,asante,0.336,0.4230610435703361
BAAI/bge-m3,macedonian,assamese,0.896,0.926253308690575
BAAI/bge-m3,macedonian,azeri,0.948,0.9644909501413718
BAAI/bge-m3,macedonian,bosnian-mihanovich,0.978,0.9848020730476011
BAAI/bge-m3,macedonian,bosnian-rwwad,0.979,0.9859650862921032
BAAI/bge-m3,macedonian,chinese,0.867,0.910175596893194
BAAI/bge-m3,macedonian,croatian,0.979,0.985304285991786
BAAI/bge-m3,macedonian,dutch,0.94,0.960404767848418
BAAI/bge-m3,macedonian,english,0.951,0.9716819439847175
BAAI/bge-m3,macedonian,french,0.991,0.9945333333333333
BAAI/bge-m3,macedonian,german,0.948,0.9642457458584045
BAAI/bge-m3,macedonian,gujarati,0.98,0.9880026315789473
BAAI/bge-m3,macedonian,hausa,0.791,0.8344141874324648
BAAI/bge-m3,macedonian,indonesian,0.951,0.9707213675213675
BAAI/bge-m3,macedonian,japanese,0.921,0.9469375537355266
BAAI/bge-m3,macedonian,kannada,0.93,0.953567508098648
BAAI/bge-m3,macedonian,khmer,0.904,0.9351582209934175
BAAI/bge-m3,macedonian,kurdish,0.332,0.4268366152257547
BAAI/bge-m3,macedonian,kyrgyz,0.907,0.935787628699347
BAAI/bge-m3,macedonian,lingala,0.646,0.7261145470350625
BAAI/bge-m3,macedonian,lithuanian,0.983,0.9896166666666667
BAAI/bge-m3,macedonian,malayalam,0.937,0.9583521878720408
BAAI/bge-m3,macedonian,moore,0.045,0.08579760828503835
BAAI/bge-m3,macedonian,oromo,0.594,0.6749393856274337
BAAI/bge-m3,macedonian,pashto,0.86,0.8959071152936642
BAAI/bge-m3,macedonian,persian,0.95,0.9691066828409473
BAAI/bge-m3,macedonian,portuguese,0.939,0.9592621789136422
BAAI/bge-m3,macedonian,romanian,0.949,0.9641855081698265
BAAI/bge-m3,macedonian,serbian,0.981,0.9874254901960785
BAAI/bge-m3,macedonian,spanish,0.926,0.9536202083249026
BAAI/bge-m3,macedonian,tagalog,0.86,0.9003567554034767
BAAI/bge-m3,macedonian,tajik,0.772,0.829809899342945
BAAI/bge-m3,macedonian,tamil,0.933,0.9563593187738247
BAAI/bge-m3,macedonian,turkish,0.938,0.9585487942612942
BAAI/bge-m3,macedonian,urdu,0.937,0.9584653882575758
BAAI/bge-m3,macedonian,uyghur,0.941,0.9595042345283818
BAAI/bge-m3,macedonian,uzbek,0.875,0.9074478124693853
BAAI/bge-m3,macedonian,vietnamese,0.932,0.9564449312875584
BAAI/bge-m3,macedonian,yoruba,0.398,0.498181187443677
BAAI/bge-m3,malayalam,albanian,0.944,0.9600709065190114
BAAI/bge-m3,malayalam,asante,0.345,0.43063228587177493
BAAI/bge-m3,malayalam,assamese,0.92,0.9468230184929728
BAAI/bge-m3,malayalam,azeri,0.955,0.9708084815780642
BAAI/bge-m3,malayalam,bosnian-mihanovich,0.94,0.9591490943740826
BAAI/bge-m3,malayalam,bosnian-rwwad,0.933,0.9535314062173672
BAAI/bge-m3,malayalam,chinese,0.876,0.9131871461951319
BAAI/bge-m3,malayalam,croatian,0.933,0.9537857508449635
BAAI/bge-m3,malayalam,dutch,0.946,0.9657893265020906
BAAI/bge-m3,malayalam,english,0.957,0.9713476120903372
BAAI/bge-m3,malayalam,french,0.887,0.9189303846675927
BAAI/bge-m3,malayalam,german,0.945,0.9623340266043359
BAAI/bge-m3,malayalam,gujarati,0.928,0.9519031012405469
BAAI/bge-m3,malayalam,hausa,0.803,0.850178711478777
BAAI/bge-m3,malayalam,indonesian,0.96,0.9744511642896501
BAAI/bge-m3,malayalam,japanese,0.925,0.9513878158776605
BAAI/bge-m3,malayalam,kannada,0.963,0.9783386363636364
BAAI/bge-m3,malayalam,khmer,0.924,0.948860213443551
BAAI/bge-m3,malayalam,kurdish,0.358,0.4476431586265957
BAAI/bge-m3,malayalam,kyrgyz,0.915,0.9448819805425269
BAAI/bge-m3,malayalam,lingala,0.623,0.7136646424327783
BAAI/bge-m3,malayalam,lithuanian,0.928,0.9489911645391289
BAAI/bge-m3,malayalam,macedonian,0.928,0.9506277485823488
BAAI/bge-m3,malayalam,moore,0.047,0.08461131554146085
BAAI/bge-m3,malayalam,oromo,0.628,0.7102439853675905
BAAI/bge-m3,malayalam,pashto,0.878,0.9148270683342467
BAAI/bge-m3,malayalam,persian,0.956,0.9720793831168831
BAAI/bge-m3,malayalam,portuguese,0.942,0.9619662353347136
BAAI/bge-m3,malayalam,romanian,0.95,0.9646185830146021
BAAI/bge-m3,malayalam,serbian,0.946,0.9614479441620705
BAAI/bge-m3,malayalam,spanish,0.919,0.9460796863173809
BAAI/bge-m3,malayalam,tagalog,0.871,0.9062681456240361
BAAI/bge-m3,malayalam,tajik,0.785,0.8459857080337333
BAAI/bge-m3,malayalam,tamil,0.962,0.976478608058608
BAAI/bge-m3,malayalam,turkish,0.947,0.9668620486064985
BAAI/bge-m3,malayalam,urdu,0.953,0.9681096536017588
BAAI/bge-m3,malayalam,uyghur,0.895,0.9236920145850344
BAAI/bge-m3,malayalam,uzbek,0.884,0.916712014874784
BAAI/bge-m3,malayalam,vietnamese,0.926,0.9531374596285888
BAAI/bge-m3,malayalam,yoruba,0.422,0.5243025774899794
BAAI/bge-m3,moore,albanian,0.056,0.09511016798411044
BAAI/bge-m3,moore,asante,0.067,0.10623318693576085
BAAI/bge-m3,moore,assamese,0.06,0.10037055943990715
BAAI/bge-m3,moore,azeri,0.057,0.09794947248778145
BAAI/bge-m3,moore,bosnian-mihanovich,0.046,0.08702716865595628
BAAI/bge-m3,moore,bosnian-rwwad,0.048,0.0896697343368557
BAAI/bge-m3,moore,chinese,0.033,0.06257306330547359
BAAI/bge-m3,moore,croatian,0.046,0.08732541257014877
BAAI/bge-m3,moore,dutch,0.049,0.08761827619097895
BAAI/bge-m3,moore,english,0.055,0.09330033819698241
BAAI/bge-m3,moore,french,0.046,0.0843001556050775
BAAI/bge-m3,moore,german,0.06,0.09540286671010319
BAAI/bge-m3,moore,gujarati,0.042,0.08206683890857926
BAAI/bge-m3,moore,hausa,0.05,0.09882781861399163
BAAI/bge-m3,moore,indonesian,0.059,0.10192533074917041
BAAI/bge-m3,moore,japanese,0.039,0.07036373167975221
BAAI/bge-m3,moore,kannada,0.041,0.08382763768761128
BAAI/bge-m3,moore,khmer,0.035,0.07489709585922803
BAAI/bge-m3,moore,kurdish,0.032,0.0683277272804855
BAAI/bge-m3,moore,kyrgyz,0.05,0.08847931991046828
BAAI/bge-m3,moore,lingala,0.061,0.10739327915885004
BAAI/bge-m3,moore,lithuanian,0.051,0.0899183306027598
BAAI/bge-m3,moore,macedonian,0.052,0.09018794581311655
BAAI/bge-m3,moore,malayalam,0.045,0.08187101113920686
BAAI/bge-m3,moore,oromo,0.06,0.10219937196162672
BAAI/bge-m3,moore,pashto,0.05,0.09121716343178939
BAAI/bge-m3,moore,persian,0.06,0.09737043501415561
BAAI/bge-m3,moore,portuguese,0.056,0.09372660269354625
BAAI/bge-m3,moore,romanian,0.051,0.09167955628613228
BAAI/bge-m3,moore,serbian,0.044,0.08244133976706237
BAAI/bge-m3,moore,spanish,0.036,0.07288708424641002
BAAI/bge-m3,moore,tagalog,0.059,0.10347163281589247
BAAI/bge-m3,moore,tajik,0.045,0.08960362360961151
BAAI/bge-m3,moore,tamil,0.038,0.07921896140834454
BAAI/bge-m3,moore,turkish,0.05,0.08817910946618056
BAAI/bge-m3,moore,urdu,0.046,0.08319962097584865
BAAI/bge-m3,moore,uyghur,0.045,0.08344468272763497
BAAI/bge-m3,moore,uzbek,0.05,0.09157150389139558
BAAI/bge-m3,moore,vietnamese,0.043,0.07823383820034441
BAAI/bge-m3,moore,yoruba,0.052,0.09193927265315667
BAAI/bge-m3,oromo,albanian,0.65,0.7314594925251746
BAAI/bge-m3,oromo,asante,0.303,0.40012712250387633
BAAI/bge-m3,oromo,assamese,0.675,0.750774496735776
BAAI/bge-m3,oromo,azeri,0.671,0.7502333869485912
BAAI/bge-m3,oromo,bosnian-mihanovich,0.668,0.745074162417589
BAAI/bge-m3,oromo,bosnian-rwwad,0.665,0.7369527138318376
BAAI/bge-m3,oromo,chinese,0.486,0.5857544969614853
BAAI/bge-m3,oromo,croatian,0.66,0.7374749150433663
BAAI/bge-m3,oromo,dutch,0.631,0.7155018214276635
BAAI/bge-m3,oromo,english,0.678,0.7583809284405556
BAAI/bge-m3,oromo,french,0.53,0.6200227366974175
BAAI/bge-m3,oromo,german,0.674,0.7483969357177902
BAAI/bge-m3,oromo,gujarati,0.623,0.7094125046949343
BAAI/bge-m3,oromo,hausa,0.656,0.7311927831277
BAAI/bge-m3,oromo,indonesian,0.713,0.7814738335648397
BAAI/bge-m3,oromo,japanese,0.59,0.6800022497121028
BAAI/bge-m3,oromo,kannada,0.687,0.7632658904193897
BAAI/bge-m3,oromo,khmer,0.613,0.7056492083968622
BAAI/bge-m3,oromo,kurdish,0.27,0.3804352526638432
BAAI/bge-m3,oromo,kyrgyz,0.614,0.7015868734346487
BAAI/bge-m3,oromo,lingala,0.482,0.5792514814317715
BAAI/bge-m3,oromo,lithuanian,0.615,0.6993144423432575
BAAI/bge-m3,oromo,macedonian,0.631,0.7122920219706673
BAAI/bge-m3,oromo,malayalam,0.701,0.770958464252703
BAAI/bge-m3,oromo,moore,0.066,0.11407027530824715
BAAI/bge-m3,oromo,pashto,0.642,0.7251517860174508
BAAI/bge-m3,oromo,persian,0.674,0.7498037034456636
BAAI/bge-m3,oromo,portuguese,0.661,0.7448300109508093
BAAI/bge-m3,oromo,romanian,0.66,0.7394759536550537
BAAI/bge-m3,oromo,serbian,0.667,0.7401314038223612
BAAI/bge-m3,oromo,spanish,0.573,0.6706255374063107
BAAI/bge-m3,oromo,tagalog,0.661,0.7341910182612232
BAAI/bge-m3,oromo,tajik,0.581,0.6737098007174029
BAAI/bge-m3,oromo,tamil,0.696,0.7650102463115841
BAAI/bge-m3,oromo,turkish,0.621,0.7111865112823977
BAAI/bge-m3,oromo,urdu,0.672,0.7455660418967277
BAAI/bge-m3,oromo,uyghur,0.644,0.7188485127471993
BAAI/bge-m3,oromo,uzbek,0.645,0.7282704194245653
BAAI/bge-m3,oromo,vietnamese,0.589,0.6750887360910199
BAAI/bge-m3,oromo,yoruba,0.31,0.42065990903305805
BAAI/bge-m3,pashto,albanian,0.867,0.9054718643107394
BAAI/bge-m3,pashto,asante,0.309,0.40746207098658627
BAAI/bge-m3,pashto,assamese,0.866,0.9034185898979262
BAAI/bge-m3,pashto,azeri,0.891,0.9199161831905376
BAAI/bge-m3,pashto,bosnian-mihanovich,0.888,0.9181818889622612
BAAI/bge-m3,pashto,bosnian-rwwad,0.881,0.9124778522439222
BAAI/bge-m3,pashto,chinese,0.782,0.8375020608110217
BAAI/bge-m3,pashto,croatian,0.885,0.9139978119588898
BAAI/bge-m3,pashto,dutch,0.883,0.9161357134953845
BAAI/bge-m3,pashto,english,0.893,0.9250623883252124
BAAI/bge-m3,pashto,french,0.791,0.8439888630779341
BAAI/bge-m3,pashto,german,0.882,0.9150331778517263
BAAI/bge-m3,pashto,gujarati,0.894,0.9232247158131733
BAAI/bge-m3,pashto,hausa,0.761,0.8133756454318872
BAAI/bge-m3,pashto,indonesian,0.894,0.9245063605746061
BAAI/bge-m3,pashto,japanese,0.829,0.8809323443048058
BAAI/bge-m3,pashto,kannada,0.885,0.9195985129085984
BAAI/bge-m3,pashto,khmer,0.847,0.8890762617668829
BAAI/bge-m3,pashto,kurdish,0.409,0.5021577097746408
BAAI/bge-m3,pashto,kyrgyz,0.835,0.8828772173965006
BAAI/bge-m3,pashto,lingala,0.634,0.7122682128019237
BAAI/bge-m3,pashto,lithuanian,0.855,0.8961161517574255
BAAI/bge-m3,pashto,macedonian,0.88,0.9084625898088302
BAAI/bge-m3,pashto,malayalam,0.903,0.9336360408260257
BAAI/bge-m3,pashto,moore,0.05,0.09823649720187184
BAAI/bge-m3,pashto,oromo,0.622,0.7039616575509324
BAAI/bge-m3,pashto,persian,0.904,0.9327236364746693
BAAI/bge-m3,pashto,portuguese,0.868,0.9062142211232792
BAAI/bge-m3,pashto,romanian,0.881,0.9135632298434362
BAAI/bge-m3,pashto,serbian,0.892,0.9219506743848168
BAAI/bge-m3,pashto,spanish,0.819,0.870554628361075
BAAI/bge-m3,pashto,tagalog,0.796,0.8485380271959859
BAAI/bge-m3,pashto,tajik,0.772,0.8299946731086518
BAAI/bge-m3,pashto,tamil,0.884,0.9166999544659843
BAAI/bge-m3,pashto,turkish,0.882,0.9162692185244107
BAAI/bge-m3,pashto,urdu,0.921,0.9469193285128675
BAAI/bge-m3,pashto,uyghur,0.826,0.868389700928577
BAAI/bge-m3,pashto,uzbek,0.823,0.8704371214934359
BAAI/bge-m3,pashto,vietnamese,0.832,0.8780312927207603
BAAI/bge-m3,pashto,yoruba,0.36,0.4686967039625222
BAAI/bge-m3,persian,albanian,0.949,0.9661210365043742
BAAI/bge-m3,persian,asante,0.334,0.4259399521351461
BAAI/bge-m3,persian,assamese,0.908,0.9397924010138161
BAAI/bge-m3,persian,azeri,0.963,0.9760090762485415
BAAI/bge-m3,persian,bosnian-mihanovich,0.943,0.9631852121376034
BAAI/bge-m3,persian,bosnian-rwwad,0.94,0.961527605204599
BAAI/bge-m3,persian,chinese,0.885,0.9200098850114733
BAAI/bge-m3,persian,croatian,0.938,0.9604141130175144
BAAI/bge-m3,persian,dutch,0.947,0.9659737215699676
BAAI/bge-m3,persian,english,0.961,0.9743461273439213
BAAI/bge-m3,persian,french,0.899,0.9289683996954264
BAAI/bge-m3,persian,german,0.945,0.9620818784447169
BAAI/bge-m3,persian,gujarati,0.931,0.9528566287298175
BAAI/bge-m3,persian,hausa,0.794,0.8432586008908781
BAAI/bge-m3,persian,indonesian,0.962,0.9779500000000001
BAAI/bge-m3,persian,japanese,0.945,0.9645667126236888
BAAI/bge-m3,persian,kannada,0.95,0.9676996915584416
BAAI/bge-m3,persian,khmer,0.94,0.9612824721598379
BAAI/bge-m3,persian,kurdish,0.429,0.5181739181187538
BAAI/bge-m3,persian,kyrgyz,0.933,0.9563104516512635
BAAI/bge-m3,persian,lingala,0.636,0.7154079697176206
BAAI/bge-m3,persian,lithuanian,0.924,0.9477153788079099
BAAI/bge-m3,persian,macedonian,0.934,0.9548634795194539
BAAI/bge-m3,persian,malayalam,0.944,0.9639008084548142
BAAI/bge-m3,persian,moore,0.055,0.09662230712019049
BAAI/bge-m3,persian,oromo,0.635,0.7081930158691111
BAAI/bge-m3,persian,pashto,0.874,0.9086694450741675
BAAI/bge-m3,persian,portuguese,0.939,0.9588199625963015
BAAI/bge-m3,persian,romanian,0.944,0.9611722063833882
BAAI/bge-m3,persian,serbian,0.949,0.9669593907893907
BAAI/bge-m3,persian,spanish,0.945,0.9636522304098876
BAAI/bge-m3,persian,tagalog,0.857,0.9000372973633269
BAAI/bge-m3,persian,tajik,0.955,0.9693013639138639
BAAI/bge-m3,persian,tamil,0.956,0.97183
BAAI/bge-m3,persian,turkish,0.954,0.9719277167277167
BAAI/bge-m3,persian,urdu,0.946,0.9659653051225313
BAAI/bge-m3,persian,uyghur,0.907,0.9328808518579262
BAAI/bge-m3,persian,uzbek,0.891,0.9210972637586364
BAAI/bge-m3,persian,vietnamese,0.946,0.9657202601080679
BAAI/bge-m3,persian,yoruba,0.44,0.5342204778352516
BAAI/bge-m3,portuguese,albanian,0.95,0.9662425166354115
BAAI/bge-m3,portuguese,asante,0.364,0.4512944177089365
BAAI/bge-m3,portuguese,assamese,0.9,0.9328526705271016
BAAI/bge-m3,portuguese,azeri,0.944,0.9643685468126645
BAAI/bge-m3,portuguese,bosnian-mihanovich,0.942,0.9612056614243168
BAAI/bge-m3,portuguese,bosnian-rwwad,0.939,0.9578783873369766
BAAI/bge-m3,portuguese,chinese,0.892,0.9240540430659148
BAAI/bge-m3,portuguese,croatian,0.94,0.958066435457748
BAAI/bge-m3,portuguese,dutch,0.952,0.9697024755136169
BAAI/bge-m3,portuguese,english,0.967,0.9777938591166273
BAAI/bge-m3,portuguese,french,0.903,0.9309543359706045
BAAI/bge-m3,portuguese,german,0.958,0.9704822602193429
BAAI/bge-m3,portuguese,gujarati,0.897,0.9302286541568365
BAAI/bge-m3,portuguese,hausa,0.817,0.8622923830693884
BAAI/bge-m3,portuguese,indonesian,0.965,0.9794068681318682
BAAI/bge-m3,portuguese,japanese,0.926,0.9506345112826038
